DOW Number,Name,Area (ha),LakeMaxDepth (m),MeanDepth (m),GeometryRatio,Cisco
69080600,MOOSE,395.9,3,,14.63,No
69080900,Silver,45.7,8.5,,3.04,No
69081000,ELEPHANT,300.4,9.1,,4.55,No
69081500,CHUB,52.2,4.5,2.743066138,5.88,No
69081700,AMUNDSEN,40.4,5.4,3.047851265,4.59,No
69081900,GANNON,36,5.4,1.828710759,4.46,No
69083000,AGNUS,12.9,5.4,,3.45,No
69083200,CRUISER,46.5,27.7,13.31911003,0.94,No
69083300,Peary,45.3,4.5,2.438281012,5.67,No
69083400,FISHMOUTH,12.9,8.5,,2.22,No
69083500,RYAN,14.9,3.9,,4.96,No
69083600,MCDIVETT,12.1,7,2.133495885,2.66,No
69083700,BEAST,32.7,20.1,,1.18,No
69083900,Brown,30.7,8.2,,2.86,No
69084000,SIX MILE,34,4.2,,5.65,No
69084100,PELICAN,4431.1,11.5,,7.04,No
69084200,BLACKDUCK,479.7,9.1,,5.11,No
69084300,EK,36,5.7,,4.23,No
69084500,KABETOGAMA,10429.1,24.3,9.113075282,4.14,Yes
69084600,HEIKKILA,37.6,3,,8.12,No
69084700,MOBERG,14.3,8.2,,2.36,No
69084800,PRAIRIE,343.3,14.3,,3,Yes
69085000,BLACKWOOD,10.9,7.9,,2.29,No
69085400,THIRTY-SIX,44.5,3,,8.47,No
69085600,CAREY,56.2,4.1,,6.65,No
69085700,LONGYEAR,63.9,5.4,,5.15,No
69085800,DEEPWATER,8.9,11.2,,1.53,No
69085900,LONG,108,10.9,,2.93,Yes
69086100,GABRIELSON,6,5.4,,2.86,No
69086300,Swan,32.3,3.3,2.255409936,7.11,No
69086400,ASH,270.8,7.6,,5.32,No
69086700,JORGENS,26.7,6.4,,3.55,No
69086800,BOOT,22.6,7.6,,2.86,No
69086900,LEIF,8.5,6.7,,2.54,No
69087000,BOOT JACK,123.8,7.3,,4.56,No
69087100,QUILL,34.4,14,,1.72,No
69087200,LOITEN,36.6,14.9,,1.64,No
69088400,FLOODWOOD,132.7,16.7,,2.02,No
69088500,COON,40.4,2.7,1.523925632,9.19,No
69088700,JANETTE,55.4,7,,3.89,No
69088900,ISLAND,91.9,19.8,,1.56,No
69089000,UPSTEAD,23.4,11.2,,1.95,No
69089301,"FINBERG, LITTLE",6.4,5.1,,3.07,No
69089302,FINBERG,52.6,5.4,,4.9,No
69089500,SAND,38.8,11.5,,2.15,No
69089600,HARRIET,22.2,14.9,,1.45,No
69090100,KELLY,6.8,5.1,3.10880829,3.12,No
69090600,DAY,48.5,4.5,,5.77,No
69091000,SHOEPACK,16.5,6.7,,3.01,No
69091100,ISLAND,51.8,3.6,,7.33,No
69091200,DEWEY,78.9,12.1,,2.44,Yes
69091400,MCCORMACK,21.8,7.6,,2.83,No
69091600,DOLLAR,4.8,9.7,,1.52,No
69091800,CLEARWATER,29.1,9.1,4.571776897,2.54,No
69092300,HOBSON,25.9,12.8,,1.76,No
69092500,SHANNON,54.6,3.3,,8.11,Yes
69093200,PERCH,137.2,9.1,,3.74,No
69093300,SIDE,150.6,9.7,,3.59,Yes
69093400,PICKEREL,11.3,14.3,,1.28,No
69093600,LOCATOR,56.6,15.8,,1.73,Yes
69093700,WAR CLUB,36.8,12.1,,2.02,Yes
69093800,MORAN,33.1,9.1,,2.62,No
69093901,STURGEON,673.6,24.3,,2.08,Yes
69093903,"STURGEON, WEST",46.1,10.6,,2.44,Yes
69094000,GRANDE,4.8,1.2,,12.17,No
69094100,BIRD,6.4,4.5,,3.48,No
69094300,CUB,3.2,11.8,,1.12,No
69098700,BIRD,6.4,4.5,,3.48,No
69099400,W. TWO RIVERS R,288.6,8.2,,5,No
69104000,"DRY, LITTLE",5.2,8.2,,1.84,Yes
69128400,LUCKY BOY POND,16.1,6.4,,3.13,No
69129000,LITTLE STURGEON,107.6,6.7,,4.8,Yes
69129102,ST. LOUIS BAY,4655.8,8.2,,10.03,No
69129300,MINERS PIT,55.8,42.6,,0.64,No
69129400,CANTON PIT,101.2,30.4,,1.04,No
69129500,JUDSON MINE PIT,7.2,19.5,,0.84,No
69129600,STUBLER MINE PT,5.2,12.1,,1.24,No
69130200,MOTT PIT,6,24.3,,0.64,No
69130300,FORSYTH MINE PT,2.4,15.5,,0.8,No
69130600,GILBERT PIT,90.2,135,,0.22,No
69130700,MILLER PIT,6.8,53,,0.3,No
69131200,NORBERG,2.6,7.9,,1.61,No
69131800,CUB,3.2,11.8,,1.12,No
69132400,LILLIAN,3.2,2.7,,4.89,No
69132900,"ELBOW, LITTLE",2.3,10.6,,1.16,No
69133100,GODFREY-GLEN,0.8,3,,3.11,No
69134500,UPPER TWIN POND,0.6,1.5,,5.97,No
69135100,MINNTAC BASIN,1214.5,10.9,,5.38,No
69137200,Spring Hole,0.4,4.8,,1.71,No
69137800,BURNS PIT,8,28.9,,0.58,Yes
70001000,Murphy,28.3,5.1,,4.45,No
70001100,UNNAMED,15.7,7.3,,2.72,No
70001700,McColl Pond,8.5,3.3,,5.09,No
70001900,HANRAHAN,27.1,2.1,,10.69,No
70002200,CLEARY,57.8,2.7,1.523925632,10.05,No
70002600,"PRIOR, LOWER",327.9,18.2,,2.32,No
70003700,,,,,,No
70005000,MCMAHON,44.5,4.2,,6.05,No
70005200,CYNTHIA,80.1,3,,9.81,No
70005400,SPRING,234.8,11.2,,3.47,No
70006100,CRYSTAL,13.1,7.9,,2.4,No
70006900,FISH,69.2,8.5,,3.38,No
70007200,"PRIOR, UPPER",143.3,15.2,,2.27,No
70007600,PIKE,17.4,2.7,,7.44,No
70009100,CEDAR,315.5,3.9,,10.63,No
70009500,O'DOWD,104.4,6.7,,4.76,No
70009800,PLEASANT,121.4,1.5,,21.78,No
70011300,JORDAN MILL POND,6.8,2.1,,7.59,No
70011800,GIFFORD,39.6,2.4,,10.29,No
70012000,Thole/Schneider,42.5,3.6,,6.98,No
70012001,Thole/Schneider,42.5,3.6,,6.98,No
70012002,SCHNEIDER,14.5,2.7,,7.12,No
70016900,,,,,,No
70025300,SHAKOPEE MILL,5.6,0.9,,16.87,No
70034000,Beason,0.8,1.7,,5.62,No
71000100,"TWIN, WEST",20.6,5.4,,3.88,No
71001300,Orono,113.7,5.4,,5.95,No
71001600,Fremont,195.9,2.4,,15.34,No
71002200,Hunter,23.4,1.8,,12.03,No
71002300,"Hunter, E",21.8,2.1,,10.13,No
71004000,Sandy,25.1,12.4,4.236513258,1.79,No
71005500,"Elk, Little",142.9,4.5,2.133495885,7.56,No
71005700,BIRCH,61.1,5.4,3.10880829,5.09,No
71006700,EAGLE,154.2,5.4,3.261200853,6.42,No
71006900,ANN,74.4,7.9,2.407802499,3.7,No
71008100,MITCHELL,68.8,10,4.206034746,2.86,No
71008200,BIG,101.6,14.6,5.394696739,2.17,No
71009600,THOMPSON,38.4,6.7,,3.71,No
71012300,Camp,31.9,10.3,,2.29,No
71014100,"ELK, BIG",145.7,2.7,1.645839683,12.66,No
71014500,Julia,57.4,4.5,2.499238037,6.02,No
71014600,Briggs,152.6,7.6,3.56598598,4.61,No
71014700,Rush,57.4,3.3,2.042060347,8.21,No
71015300,,,,,,No
71015800,PICKEREL,48.9,6.4,,4.13,No
